concurso,data,d1,d2,d3,d4,d5,d6,ordem_sorteio
1260,2011-02-23,19,23,29,31,41,53,19 23 31 53 29 41
1261,2011-02-26,10,14,22,41,42,53,10 41 14 22 53 42
1262,2011-03-02,5,7,8,9,11,39,11 39 09 05 08 07
1263,2011-03-05,4,18,26,36,41,53,41 53 18 04 36 26
1264,2011-03-09,4,17,36,37,51,56,56 17 37 51 04 36
1265,2011-03-12,13,19,24,46,50,60,13 50 46 24 60 19
1266,2011-03-16,6,10,33,39,42,60,39 06 42 10 60 33
1267,2011-03-19,4,20,30,41,47,58,47 58 04 41 20 30
1268,2011-03-23,3,16,17,44,53,60,17 53 60 44 16 03
1269,2011-03-26,4,5,15,17,27,51,51 05 27 04 15 17
1270,2011-03-30,5,9,24,31,33,42,31 33 24 05 42 09
1271,2011-04-02,1,2,39,48,52,59,02 52 39 59 48 01
1272,2011-04-06,13,26,27,28,35,52,28 27 13 35 26 52
1273,2011-04-09,13,19,26,40,58,60,60 26 19 58 13 40
1274,2011-04-13,13,17,21,39,40,59,13 59 21 17 40 39
1275,2011-04-16,2,14,48,55,58,60,58 55 14 02 60 48
1276,2011-04-20,5,9,11,22,36,40,09 40 05 22 36 11
1277,2011-04-23,12,18,31,50,59,60,50 59 18 31 60 12
1278,2011-04-27,4,16,24,25,30,56,04 16 24 56 25 30
1279,2011-04-30,8,14,29,35,36,40,08 29 36 35 14 40
1280,2011-05-04,6,10,16,20,29,54,29 06 54 10 20 16
1281,2011-05-07,8,11,14,30,36,38,36 14 30 38 11 08
1282,2011-05-11,4,23,39,52,55,56,04 39 56 23 52 55
1283,2011-05-14,8,30,40,44,59,60,59 08 60 44 40 30
1284,2011-05-18,20,21,26,29,31,36,26 21 20 36 31 29
1285,2011-05-21,10,15,28,31,33,38,33 10 15 38 31 28
1286,2011-05-25,2,5,28,33,51,52,05 52 02 33 51 28
1287,2011-05-28,11,12,31,33,42,52,33 42 12 31 11 52
1288,2011-06-01,17,30,32,40,42,56,42 32 56 40 30 17
1289,2011-06-04,1,3,8,13,27,52,13 08 27 01 03 52
1290,2011-06-08,2,3,14,23,34,50,14 50 03 23 02 34
1291,2011-06-11,18,40,47,54,57,58,18 57 58 40 47 54
1292,2011-06-15,9,11,23,30,31,54,30 31 23 09 54 11
1293,2011-06-18,1,13,24,40,44,50,24 50 01 44 13 40
1294,2011-06-22,4,6,29,48,50,51,06 50 04 48 29 51
1295,2011-06-25,2,5,15,20,43,57,20 02 43 15 05 57
1296,2011-06-29,10,14,43,46,49,53,49 43 14 10 53 46
1297,2011-07-02,2,5,11,13,56,59,02 56 11 05 59 13
1298,2011-07-06,14,15,30,53,55,60,60 14 53 30 15 55
1299,2011-07-09,8,22,32,43,53,56,56 32 08 22 43 53
1300,2011-07-13,43,44,46,53,54,59,46 43 59 54 44 53
1301,2011-07-16,3,16,23,25,51,56,16 25 03 51 23 56
1302,2011-07-20,2,10,15,44,56,57,44 15 56 02 10 57
1303,2011-07-23,8,19,46,51,52,54,19 51 54 08 52 46
1304,2011-07-27,7,14,15,20,23,35,35 23 15 07 20 14
1305,2011-07-30,3,5,11,36,44,46,44 11 05 46 36 03
1306,2011-08-03,6,19,22,34,43,45,45 06 19 34 43 22
1307,2011-08-06,7,10,32,43,47,54,10 47 54 07 43 32
1308,2011-08-09,7,8,24,30,33,47,24 33 07 30 47 08
1309,2011-08-11,7,12,25,26,32,39,07 12 25 26 32 39
1310,2011-08-13,8,9,14,32,53,59,14 08 53 09 59 32
1311,2011-08-17,7,9,12,19,45,54,54 07 19 12 45 09
1312,2011-08-20,5,20,22,28,29,30,28 30 29 22 20 05
1313,2011-08-24,1,4,26,39,43,49,39 26 49 01 04 43
1314,2011-08-27,38,42,44,52,58,60,42 44 52 58 60 38
1315,2011-08-31,1,27,29,38,50,52,27 29 01 50 52 38
1316,2011-09-03,8,13,25,34,42,48,48 34 25 42 13 08
1317,2011-09-08,6,13,29,30,35,37,35 29 37 13 06 30
1318,2011-09-10,11,14,16,28,34,46,34 46 14 28 11 16
1319,2011-09-14,4,5,16,18,27,51,16 04 18 27 05 51
1320,2011-09-17,17,24,25,38,41,55,38 17 55 41 24 25
1321,2011-09-21,10,47,51,53,59,60,51 59 47 10 60 53
1322,2011-09-24,10,21,43,47,53,55,55 43 21 10 47 53
1323,2011-09-28,6,15,25,37,48,55,25 37 15 06 48 55
1324,2011-10-01,18,29,31,44,51,57,29 44 51 31 18 57
1325,2011-10-05,2,5,16,20,35,43,35 02 20 43 05 16
1326,2011-10-08,10,11,18,19,30,50,30 19 10 18 50 11
1327,2011-10-13,16,35,36,41,52,54,41 35 36 16 52 54
1328,2011-10-15,10,23,27,43,53,59,43 27 59 53 23 10
1329,2011-10-19,7,8,11,39,43,50,43 50 08 07 39 11
1330,2011-10-22,8,18,21,30,48,49,48 08 21 18 49 30
1331,2011-10-26,9,24,26,39,46,57,24 46 39 57 26 09
1332,2011-10-29,3,5,13,24,35,59,05 13 03 24 35 59
1333,2011-11-03,25,26,28,33,42,51,25 51 26 42 28 33
1334,2011-11-05,1,6,8,10,25,27,08 25 27 06 10 01
1335,2011-11-09,3,14,20,22,49,51,49 03 51 20 22 14
1336,2011-11-12,1,32,38,47,51,54,51 54 32 01 38 47
1337,2011-11-16,2,20,35,38,45,51,38 02 45 35 20 51
1338,2011-11-19,1,18,19,33,43,60,19 33 18 43 60 01
1339,2011-11-23,7,10,14,16,54,59,59 10 16 14 07 54
1340,2011-11-26,13,21,30,36,59,60,36 21 13 59 60 30
1341,2011-11-30,1,11,20,37,40,52,11 40 37 20 01 52
1342,2011-12-03,5,7,42,46,50,60,05 60 46 42 50 07
1343,2011-12-07,19,20,31,42,51,56,51 31 42 20 56 19
1344,2011-12-10,8,19,21,36,42,59,19 42 08 36 21 59
1345,2011-12-14,7,17,19,26,40,50,50 40 26 07 19 17
1346,2011-12-17,12,32,40,47,48,59,59 47 32 48 40 12
1347,2011-12-20,9,19,45,46,54,56,19 45 54 56 46 09
1348,2011-12-22,7,12,38,39,45,56,38 45 39 07 12 56
1349,2011-12-24,9,19,20,50,51,60,09 19 20 50 60 51
1350,2011-12-31,3,4,29,36,45,55,04 36 29 55 45 03
1351,2012-01-04,13,33,36,41,50,56,13 50 41 36 56 33
1352,2012-01-07,9,18,24,35,36,59,35 59 36 09 18 24
1353,2012-01-11,3,11,13,27,32,47,47 11 03 27 32 13
1354,2012-01-14,2,8,38,42,48,49,02 42 08 49 48 38
1355,2012-01-18,11,17,24,39,46,49,39 49 11 24 17 46
1356,2012-01-21,6,13,21,22,31,46,21 46 06 22 13 31
1357,2012-01-25,1,19,24,26,52,55,55 52 26 19 01 24
1358,2012-01-28,3,15,16,35,37,47,16 15 37 03 35 47
1359,2012-02-01,6,10,12,17,28,53,12 17 28 53 06 10
1360,2012-02-04,2,16,17,25,50,54,50 25 17 16 54 02
1361,2012-02-08,23,27,30,37,38,44,37 27 44 30 38 23
1362,2012-02-11,2,12,19,22,36,58,58 19 12 22 02 36
1363,2012-02-15,25,35,42,45,52,57,52 25 42 45 35 57
1364,2012-02-18,10,13,20,40,44,53,20 13 40 10 53 44
1365,2012-02-22,2,24,26,32,35,50,50 35 32 26 02 24
1366,2012-02-25,12,27,37,44,54,59,59 44 54 37 27 12
1367,2012-03-01,2,7,13,29,38,43,38 29 43 13 07 02
1368,2012-03-03,10,21,26,29,32,38,10 26 29 38 32 21
1369,2012-03-07,5,16,24,32,38,46,32 24 16 38 05 46
1370,2012-03-10,2,4,5,27,49,59,02 27 59 49 04 05
1371,2012-03-14,3,4,8,11,47,49,47 11 08 49 03 04
1372,2012-03-17,3,36,40,46,58,60,46 60 58 36 40 03
1373,2012-03-21,7,27,39,52,55,57,52 39 07 27 55 57
1374,2012-03-24,6,21,28,31,33,43,21 33 28 31 43 06
1375,2012-03-28,14,25,28,45,53,58,25 28 53 45 14 58
1376,2012-03-31,9,11,21,49,53,54,53 49 21 11 54 09
1377,2012-04-04,2,5,12,13,25,35,25 05 13 12 35 02
1378,2012-04-07,2,5,17,18,54,59,18 17 59 02 54 05
1379,2012-04-11,5,12,36,45,50,58,45 05 36 12 50 58
1380,2012-04-14,3,14,52,55,57,60,52 14 03 60 57 55
1381,2012-04-18,11,27,30,40,44,57,44 30 27 11 40 57
1382,2012-04-20,5,13,16,17,27,55,17 27 55 13 05 16
1383,2012-04-25,7,9,23,44,46,55,09 55 23 44 07 46
1384,2012-04-28,2,18,30,31,45,56,56 18 31 02 30 45
1385,2012-05-02,27,35,36,37,42,59,42 37 35 27 59 36
1386,2012-05-05,12,28,38,39,51,56,39 56 28 12 51 38
1387,2012-05-09,18,27,32,43,50,52,43 27 18 52 50 32
1388,2012-05-12,22,29,31,43,50,54,54 31 50 43 29 22
1389,2012-05-16,1,16,28,39,44,57,01 44 39 16 57 28
1390,2012-05-19,4,19,27,28,29,31,29 27 19 04 28 31
1391,2012-05-23,7,12,19,34,40,53,19 07 12 34 53 40
1392,2012-05-26,2,8,12,28,33,43,43 08 02 28 33 12
1393,2012-05-30,4,18,24,28,39,44,44 28 18 24 04 39
1394,2012-06-02,11,16,24,35,46,50,11 35 16 46 24 50
1395,2012-06-06,5,11,17,19,44,48,05 44 11 19 17 48
1396,2012-06-09,29,48,52,54,55,58,52 48 54 58 55 29
1397,2012-06-13,3,4,7,15,27,56,15 56 03 27 04 07
1398,2012-06-16,14,32,33,40,42,51,42 51 14 40 32 33
1399,2012-06-20,34,39,43,56,57,60,39 43 60 57 34 56
1400,2012-06-23,9,26,34,43,53,54,34 26 09 43 54 53
1401,2012-06-27,11,12,25,33,48,54,12 11 54 33 48 25
1402,2012-06-30,2,9,10,21,27,38,38 10 27 02 21 09
1403,2012-07-04,13,16,20,26,39,42,16 39 13 26 42 20
1404,2012-07-07,7,8,27,31,32,51,07 32 31 51 27 08
1405,2012-07-11,3,14,17,32,37,39,14 17 32 37 39 03
1406,2012-07-14,7,10,17,24,38,57,07 10 38 17 24 57
1407,2012-07-18,18,29,31,42,43,53,53 42 31 43 29 18
1408,2012-07-21,4,19,20,24,39,43,43 39 20 19 24 04
1409,2012-07-25,6,19,26,47,50,58,50 06 47 58 26 19
1410,2012-07-28,18,29,40,42,50,54,54 29 18 42 40 50
1411,2012-08-01,8,12,32,44,46,48,32 44 12 08 48 46
1412,2012-08-04,6,8,24,37,41,45,06 08 37 24 45 41
1413,2012-08-07,13,15,33,45,54,55,54 33 13 55 45 15
1414,2012-08-09,21,37,44,46,49,57,44 49 57 37 21 46
1415,2012-08-11,26,36,40,46,49,51,51 49 46 40 36 26
1416,2012-08-15,3,19,22,24,35,49,49 03 19 35 22 24
1417,2012-08-18,5,12,45,52,56,59,12 56 05 52 45 59
1418,2012-08-22,7,8,10,12,27,56,07 08 10 27 12 56
1419,2012-08-25,17,21,30,48,52,58,52 21 48 58 30 17
1420,2012-08-29,2,11,16,18,36,45,45 16 18 11 36 02
1421,2012-09-01,19,31,39,44,53,59,31 39 59 19 53 44
1422,2012-09-05,2,5,13,17,39,44,17 44 02 05 13 39
1423,2012-09-08,3,8,21,25,27,43,43 08 21 27 03 25
1424,2012-09-12,3,7,15,29,38,60,60 38 29 03 07 15
1425,2012-09-15,7,16,29,36,38,50,07 29 50 16 38 36
1426,2012-09-19,6,15,18,24,30,44,24 44 06 15 18 30
1427,2012-09-22,8,39,44,47,53,56,47 44 53 56 08 39
1428,2012-09-26,7,15,19,34,37,55,15 55 37 34 19 07
1429,2012-09-29,9,12,22,39,48,60,09 22 60 48 12 39
1430,2012-10-03,2,19,22,30,46,52,19 02 30 46 22 52
1431,2012-10-06,5,9,13,33,40,54,33 54 40 05 09 13
1432,2012-10-10,16,24,25,42,45,59,16 24 25 45 59 42
1433,2012-10-13,4,13,14,40,46,52,14 46 40 13 04 52
1434,2012-10-17,3,18,22,34,55,58,03 34 58 22 18 55
1435,2012-10-20,4,15,45,47,50,52,45 47 50 52 15 04
1436,2012-10-24,1,13,23,24,30,57,01 23 13 30 24 57
1437,2012-10-27,22,23,26,37,38,48,48 37 26 22 38 23
1438,2012-10-31,7,14,31,33,36,49,49 07 33 31 36 14
1439,2012-11-03,2,34,35,42,43,55,35 55 02 43 34 42
1440,2012-11-07,2,6,28,36,51,56,06 28 56 02 36 51
1441,2012-11-10,17,29,36,38,53,56,56 29 53 36 38 17
1442,2012-11-14,12,13,20,30,34,49,12 20 13 49 34 30
1443,2012-11-17,12,20,32,48,52,54,52 32 12 54 20 48
1444,2012-11-21,2,5,27,28,48,55,02 05 55 28 27 48
1445,2012-11-24,5,19,32,41,49,58,41 32 19 58 05 49
1446,2012-11-28,6,13,24,32,40,51,13 32 06 51 40 24
1447,2012-12-01,1,19,28,33,39,41,01 41 28 33 39 19
1448,2012-12-05,1,25,29,36,56,60,25 29 36 01 56 60
1449,2012-12-08,2,6,18,30,52,56,02 18 30 56 52 06
1450,2012-12-12,26,27,31,38,44,45,27 45 44 26 38 31
1451,2012-12-15,2,10,11,33,52,57,57 10 33 02 11 52
1452,2012-12-18,2,14,28,50,57,58,50 57 58 28 02 14
1453,2012-12-20,6,13,25,32,47,57,47 32 25 57 06 13
1454,2012-12-22,4,27,29,41,48,52,27 52 41 29 04 48
1455,2012-12-31,14,32,33,36,41,52,33 14 52 36 32 41
1456,2013-01-02,6,8,14,26,36,40,36 06 40 14 08 26
1457,2013-01-05,15,16,34,42,46,59,34 16 46 15 42 59
1458,2013-01-09,2,4,16,33,44,51,02 16 04 44 33 51
1459,2013-01-12,2,6,30,34,35,52,02 06 35 30 52 34
1460,2013-01-16,4,14,27,38,50,52,50 52 14 04 27 38
1461,2013-01-19,31,36,44,47,49,54,44 31 49 54 36 47
1462,2013-01-23,5,9,25,27,38,40,05 09 25 40 38 27
1463,2013-01-26,13,22,28,29,40,48,40 22 13 29 48 28
1464,2013-01-30,2,24,32,50,54,59,59 02 54 32 24 50
1465,2013-02-02,6,11,16,26,44,53,11 06 53 44 16 26
1466,2013-02-06,4,6,13,34,37,51,04 13 51 37 06 34
1467,2013-02-09,23,24,26,41,52,53,41 53 26 23 52 24
1468,2013-02-13,1,2,10,19,20,37,02 20 37 19 01 10
1469,2013-02-16,4,13,35,54,56,58,04 56 54 13 35 58
1470,2013-02-20,2,34,36,38,51,55,02 34 51 36 38 55
1471,2013-02-23,10,25,33,36,40,58,58 33 36 40 25 10
1472,2013-02-27,12,18,23,25,45,50,12 23 25 18 45 50
1473,2013-03-02,2,12,33,57,58,60,60 12 57 58 33 02
1474,2013-03-06,1,2,3,11,28,43,02 43 11 01 03 28
1475,2013-03-09,12,13,37,44,48,51,13 12 51 37 48 44
1476,2013-03-13,4,10,26,37,47,57,26 10 04 37 47 57
1477,2013-03-16,3,4,46,50,56,59,50 59 56 46 03 04
1478,2013-03-20,10,27,37,40,47,55,10 40 27 47 55 37
1479,2013-03-23,21,48,50,54,57,60,57 21 54 48 50 60
1480,2013-03-27,9,14,21,26,36,52,09 14 26 36 52 21
1481,2013-03-30,17,27,28,40,44,55,40 27 55 17 28 44
1482,2013-04-03,6,9,11,34,41,53,11 09 06 34 41 53
1483,2013-04-06,1,35,39,53,55,56,55 53 01 35 56 39
1484,2013-04-10,17,20,24,29,49,53,49 29 17 53 20 24
1485,2013-04-13,4,27,30,36,54,59,30 59 27 36 04 54
1486,2013-04-17,1,6,10,34,40,54,10 01 34 54 06 40
1487,2013-04-20,4,9,17,23,28,53,04 17 23 28 09 53
1488,2013-04-24,4,22,25,38,45,51,04 51 45 22 38 25
1489,2013-04-27,1,15,24,26,28,48,48 15 24 28 01 26
1490,2013-05-02,1,3,31,32,43,52,31 32 43 03 52 01
1491,2013-05-04,6,26,45,50,56,60,56 06 45 60 26 50
1492,2013-05-08,4,9,18,44,46,48,48 44 46 04 18 09
1493,2013-05-11,7,12,24,27,30,49,30 24 12 49 07 27
1494,2013-05-15,2,14,24,28,35,50,50 28 35 24 02 14
1495,2013-05-18,4,13,14,44,49,57,13 49 04 44 14 57
1496,2013-05-22,14,18,28,41,47,54,28 18 41 54 14 47
1497,2013-05-25,4,5,7,27,45,58,58 07 27 45 04 05
1498,2013-05-29,6,11,27,40,46,49,11 46 27 49 06 40
1499,2013-06-01,8,22,26,33,37,54,26 37 08 22 54 33
1500,2013-06-05,10,18,31,43,57,59,57 43 18 59 10 31
1501,2013-06-08,1,7,13,29,37,54,13 37 54 07 29 01
1502,2013-06-12,6,22,43,51,52,57,06 43 22 52 57 51
1503,2013-06-15,3,4,16,22,36,42,36 22 42 03 16 04
1504,2013-06-19,2,10,12,30,41,42,41 02 42 30 12 10
1505,2013-06-22,1,2,6,9,16,32,32 01 06 09 16 02
1506,2013-06-26,3,14,18,34,42,49,49 34 42 18 03 14
1507,2013-06-29,24,46,50,51,52,56,46 24 51 50 56 52
1508,2013-07-03,17,18,30,35,39,58,58 39 18 17 35 30
1509,2013-07-06,1,6,27,46,51,59,27 51 01 46 59 06
1510,2013-07-10,1,8,17,44,46,53,01 08 44 17 46 53
1511,2013-07-13,4,8,17,29,31,45,08 29 31 04 17 45
1512,2013-07-17,11,28,35,42,46,58,35 11 28 46 42 58
1513,2013-07-20,17,28,31,56,57,58,31 57 17 56 28 58
1514,2013-07-24,16,17,23,42,59,60,23 16 17 59 42 60
1515,2013-07-27,4,13,14,18,49,59,59 49 13 18 04 14
1516,2013-07-31,4,18,20,34,45,60,34 60 18 45 04 20
1517,2013-08-03,7,17,38,45,52,56,45 38 52 17 07 56
1518,2013-08-06,8,9,28,41,48,55,28 08 55 41 48 09
1519,2013-08-08,5,6,15,23,56,59,06 23 56 15 05 59
1520,2013-08-10,7,31,35,36,46,48,36 46 48 31 07 35
1521,2013-08-14,11,14,18,30,33,39,18 30 14 11 33 39
1522,2013-08-17,5,8,23,32,33,56,33 05 23 32 08 56
1523,2013-08-21,22,25,31,39,41,44,25 39 44 41 31 22
1524,2013-08-24,2,12,40,46,52,53,40 53 12 46 02 52
1525,2013-08-28,2,26,30,35,46,54,30 46 35 54 26 02
1526,2013-08-31,10,16,28,47,51,59,51 47 28 10 59 16
1527,2013-09-04,16,32,36,42,44,48,32 44 42 48 16 36
1528,2013-09-06,4,13,15,19,36,58,04 13 58 36 19 15
1529,2013-09-11,11,15,17,34,35,49,35 17 15 34 49 11
1530,2013-09-14,10,16,28,33,48,53,53 10 28 16 48 33
1531,2013-09-18,12,13,24,41,42,44,24 41 12 42 44 13
1532,2013-09-21,2,11,23,31,42,44,42 02 11 23 31 44
1533,2013-09-25,13,21,29,34,47,57,29 21 47 57 13 34
1534,2013-09-28,1,12,28,29,34,48,28 12 34 29 01 48
1535,2013-10-02,8,9,25,41,54,55,55 25 09 08 54 41
1536,2013-10-05,13,18,29,32,50,58,18 32 29 13 50 58
1537,2013-10-09,6,10,33,50,51,56,06 56 33 50 51 10
1538,2013-10-11,23,27,35,52,53,57,35 52 27 53 57 23
1539,2013-10-16,8,10,20,26,49,58,10 49 08 58 20 26
1540,2013-10-19,3,17,27,32,47,54,54 47 27 17 03 32
1541,2013-10-23,5,24,37,44,49,58,37 05 24 44 49 58
1542,2013-10-26,7,11,12,30,39,57,07 12 57 11 30 39
1543,2013-10-30,7,15,20,23,30,41,30 07 23 20 15 41
1544,2013-11-01,2,21,30,35,45,50,30 50 45 02 35 21
1545,2013-11-06,4,6,11,24,45,48,06 48 11 45 04 24
1546,2013-11-09,4,17,38,44,53,60,38 44 17 60 04 53
1547,2013-11-13,2,9,10,18,21,28,28 21 09 10 02 18
1548,2013-11-16,19,41,42,44,47,54,44 41 42 54 47 19
1549,2013-11-20,10,12,16,20,32,53,32 53 16 20 12 10
1550,2013-11-23,9,13,21,27,36,56,21 56 36 09 13 27
1551,2013-11-27,2,15,19,21,23,38,02 23 38 15 21 19
1552,2013-11-30,7,18,24,26,39,46,07 18 26 46 39 24
1553,2013-12-04,20,21,22,29,46,60,29 21 20 46 22 60
1554,2013-12-07,30,32,49,50,52,53,30 52 50 49 53 32
1555,2013-12-11,2,5,23,33,52,59,05 52 59 02 33 23
1556,2013-12-14,1,4,7,10,11,52,07 52 11 10 01 04
1557,2013-12-17,4,16,18,31,45,46,46 18 16 45 31 04
1558,2013-12-19,7,15,17,31,42,54,31 42 15 07 17 54
1559,2013-12-21,8,12,16,29,37,58,37 58 12 29 08 16
1560,2013-12-31,20,30,36,38,47,53,30 47 53 38 20 36
1561,2014-01-02,23,26,28,54,55,60,28 26 54 55 23 60
1562,2014-01-04,10,12,23,37,47,51,12 10 51 37 23 47
1563,2014-01-09,1,6,13,20,36,43,43 36 01 20 13 06
1564,2014-01-11,25,38,44,46,53,54,54 44 38 25 46 53
1565,2014-01-15,18,37,39,41,43,51,43 41 37 51 18 39
1566,2014-01-18,5,6,11,32,36,60,11 32 60 05 06 36
1567,2014-01-22,2,15,30,38,48,53,53 38 30 02 15 48
1568,2014-01-25,19,24,25,28,42,58,28 58 19 24 42 25
1569,2014-01-29,5,15,18,31,42,53,42 15 18 31 05 53
1570,2014-02-01,15,18,24,42,46,56,18 46 42 15 56 24
1571,2014-02-05,3,29,32,46,55,60,46 60 55 32 03 29
1572,2014-02-08,20,27,42,45,46,47,46 42 27 45 20 47
1573,2014-02-12,7,16,21,35,36,38,07 16 36 35 38 21
1574,2014-02-15,6,27,28,33,46,48,06 28 33 48 46 27
1575,2014-02-19,1,4,5,14,45,56,01 05 04 45 14 56
1576,2014-02-22,13,15,21,26,30,46,26 30 21 15 13 46
1577,2014-02-26,11,14,25,32,51,59,25 32 11 59 51 14
1578,2014-03-01,3,6,30,37,53,56,06 53 56 30 37 03
1579,2014-03-05,25,34,40,49,51,60,34 25 40 51 60 49
1580,2014-03-08,1,6,14,17,33,36,01 06 14 17 33 36
1581,2014-03-12,14,15,25,30,31,34,31 34 15 14 25 30
1582,2014-03-15,1,4,13,17,38,48,04 17 01 48 13 38
1583,2014-03-19,2,9,17,18,45,47,18 02 09 47 17 45
1584,2014-03-22,3,22,27,28,50,54,27 54 28 50 22 03
1585,2014-03-26,2,43,47,48,49,55,55 47 43 48 49 02
1586,2014-03-29,8,39,43,46,47,58,47 58 08 43 39 46
1587,2014-04-02,8,19,21,30,52,56,08 21 19 30 52 56
1588,2014-04-05,23,29,32,36,45,49,36 29 23 49 32 45
1589,2014-04-09,4,5,11,19,41,51,11 41 51 05 19 04
1590,2014-04-12,7,20,34,40,44,55,40 07 44 55 34 20
1591,2014-04-16,4,10,23,33,38,55,04 23 55 10 38 33
1592,2014-04-19,31,36,38,41,42,49,41 49 36 42 31 38
1593,2014-04-23,4,9,17,18,21,38,04 17 38 09 18 21
1594,2014-04-26,6,7,8,23,43,53,53 43 23 06 07 08
1595,2014-04-30,2,5,8,42,46,59,59 05 42 08 46 02
1596,2014-05-03,1,5,7,10,12,45,05 12 01 07 45 10
1597,2014-05-07,5,10,16,44,50,52,16 52 05 44 10 50
1598,2014-05-10,29,31,36,42,47,53,36 47 42 29 53 31
1599,2014-05-14,3,10,15,35,36,58,35 10 15 58 36 03
1600,2014-05-17,9,23,32,35,46,57,09 46 23 32 35 57
1601,2014-05-21,8,10,24,45,56,60,60 24 56 45 10 08
1602,2014-05-24,8,12,22,35,40,44,08 44 40 35 22 12
1603,2014-05-28,13,20,27,31,53,60,13 53 20 31 60 27
1604,2014-05-31,2,21,24,27,40,51,21 40 51 27 24 02
1605,2014-06-04,9,19,21,30,31,42,42 30 09 19 31 21
1606,2014-06-07,1,15,37,42,46,54,54 01 15 37 46 42
1607,2014-06-11,7,31,32,41,51,52,32 41 51 07 31 52
1608,2014-06-14,5,6,17,43,54,59,06 43 17 05 54 59
1609,2014-06-18,2,6,13,26,53,60,02 26 06 13 53 60
1610,2014-06-21,1,4,9,35,36,53,36 53 35 09 01 04
1611,2014-06-25,24,28,47,50,51,58,24 51 50 28 58 47
1612,2014-06-28,6,13,17,36,42,51,17 51 36 06 42 13
1613,2014-07-02,4,18,31,44,46,49,31 18 04 46 44 49
1614,2014-07-05,14,17,21,27,43,49,49 27 43 17 14 21
1615,2014-07-09,5,20,26,31,33,44,26 20 05 44 33 31
1616,2014-07-12,28,31,40,42,46,58,46 40 58 31 28 42
1617,2014-07-16,3,23,26,31,47,54,23 31 47 54 03 26
1618,2014-07-19,9,20,24,43,51,52,09 51 20 24 52 43
1619,2014-07-23,5,8,17,42,46,47,46 17 05 42 47 08
1620,2014-07-26,13,23,27,34,38,57,57 23 38 13 34 27
1621,2014-07-30,10,22,24,38,39,49,24 22 38 49 10 39
1622,2014-08-02,4,5,7,21,45,53,21 07 05 53 45 04
1623,2014-08-05,33,43,49,50,56,59,33 56 59 43 50 49
1624,2014-08-07,2,27,32,41,47,58,32 02 27 47 58 41
1625,2014-08-09,11,22,36,40,45,52,45 11 22 52 36 40
1626,2014-08-13,3,5,14,35,43,52,03 52 05 43 35 14
1627,2014-08-16,20,26,32,41,45,57,26 57 20 32 45 41
1628,2014-08-20,26,29,34,38,50,60,38 26 60 34 29 50
1629,2014-08-23,4,20,24,35,47,59,47 20 35 04 59 24
1630,2014-08-27,1,7,30,43,44,54,30 43 07 44 01 54
1631,2014-08-30,4,29,44,47,48,60,47 48 44 60 04 29
1632,2014-09-03,6,18,24,27,56,59,18 56 27 06 24 59
1633,2014-09-06,1,2,11,13,36,49,02 11 49 13 36 01
1634,2014-09-10,9,10,23,33,44,51,44 09 33 10 23 51
1635,2014-09-13,8,23,28,30,32,51,30 32 51 08 28 23
1636,2014-09-17,19,26,33,35,51,52,33 19 52 51 35 26
1637,2014-09-20,1,5,24,47,55,56,05 56 24 55 01 47
1638,2014-09-24,1,2,38,41,42,58,38 02 42 58 41 01
1639,2014-09-27,16,29,34,35,49,51,35 51 34 49 16 29
1640,2014-10-01,2,6,18,23,31,46,06 18 46 23 31 02
1641,2014-10-04,23,29,30,33,46,51,51 30 29 33 46 23
1642,2014-10-08,3,23,42,43,47,60,47 03 43 42 60 23
1643,2014-10-11,16,19,20,28,37,60,19 20 16 60 28 37
1644,2014-10-15,10,13,16,22,34,60,10 16 34 13 60 22
1645,2014-10-18,8,18,21,31,37,38,31 37 21 38 08 18
1646,2014-10-22,19,23,34,40,41,58,34 23 41 19 40 58
1647,2014-10-25,12,17,23,38,53,54,38 54 23 12 17 53
1648,2014-10-29,15,16,18,20,22,48,48 18 15 22 20 16
1649,2014-11-01,24,33,38,42,44,54,54 33 24 44 38 42
1650,2014-11-05,17,23,29,38,57,60,23 57 29 17 60 38
1651,2014-11-08,8,27,35,38,41,44,27 44 08 35 38 41
1652,2014-11-12,7,24,26,28,44,57,44 28 24 57 07 26
1653,2014-11-14,1,21,22,27,32,45,45 22 27 21 01 32
1654,2014-11-19,7,16,33,42,50,58,50 33 42 07 58 16
1655,2014-11-22,7,24,28,46,53,56,56 46 07 24 28 53
1656,2014-11-26,4,6,11,43,54,56,06 04 43 54 56 11
1657,2014-11-29,7,10,14,37,45,54,10 54 37 45 14 07
1658,2014-12-03,7,11,19,23,40,49,07 40 19 49 11 23
1659,2014-12-06,4,10,20,33,37,49,20 33 37 49 04 10
1660,2014-12-10,8,17,34,38,42,51,17 38 42 51 34 08
1661,2014-12-13,13,16,27,43,48,58,16 48 43 27 58 13
1662,2014-12-17,10,14,25,29,33,57,57 10 25 14 33 29
1663,2014-12-20,18,20,27,40,49,55,20 27 49 40 55 18
1664,2014-12-24,8,21,23,29,36,48,48 08 21 36 23 29
1665,2014-12-31,1,5,11,16,20,56,20 11 16 01 56 05
1666,2015-01-03,1,2,23,27,45,51,51 27 01 23 45 02
1667,2015-01-07,7,12,24,44,51,56,51 24 56 07 12 44
1668,2015-01-10,5,40,47,52,55,57,47 40 55 57 52 05
1669,2015-01-14,28,29,31,45,48,49,29 28 31 48 45 49
