concurso,data,d1,d2,d3,d4,d5,d6,ordem_sorteio
2949,2025-12-09,4,6,11,38,49,54,
2950,2025-12-11,21,23,42,49,50,60,
2951,2025-12-13,5,8,30,31,37,45,
2952,2025-12-16,1,20,45,48,51,58,
2953,2025-12-18,5,10,24,25,47,54,
2954,2025-12-20,1,9,37,39,42,44,
2955,2025-12-31,9,13,21,32,33,59,
2956,2026-01-06,10,18,21,24,43,47,
2957,2026-01-08,19,28,36,37,48,52,
2958,2026-01-10,7,9,14,35,42,49,
2959,2026-01-13,18,26,35,41,44,45,
2960,2026-01-15,3,13,15,16,46,47,
2961,2026-01-17,10,13,55,56,59,60,
2962,2026-01-20,6,29,33,38,53,56,
2963,2026-01-22,6,20,34,44,53,57,
2964,2026-01-24,3,9,15,17,30,60,
2965,2026-01-27,1,20,22,23,35,57,
2966,2026-01-29,6,7,9,43,44,53,
2967,2026-01-31,1,6,38,47,56,60,
2968,2026-02-03,10,11,22,26,36,46,
2969,2026-02-05,1,2,5,14,18,32,
2970,2026-02-07,22,32,37,41,42,59,
2971,2026-02-10,1,27,39,40,46,56,
2972,2026-02-12,9,10,15,46,49,51,
2973,2026-02-14,16,24,27,31,45,46,
2974,2026-02-19,3,10,12,19,37,40,
2975,2026-02-21,7,10,17,35,44,46,
2976,2026-02-24,7,9,10,21,28,43,
2977,2026-02-26,8,19,27,32,38,52,
2978,2026-02-28,6,9,13,20,42,50,
2979,2026-03-03,18,27,37,43,47,53,
2980,2026-03-05,3,14,27,33,43,45,
2981,2026-03-07,15,22,27,32,50,58,
2982,2026-03-10,2,35,41,46,49,58,
2983,2026-03-12,3,15,30,32,40,52,
2984,2026-03-14,6,11,15,28,42,60,
2985,2026-03-17,6,8,21,32,41,60,
2986,2026-03-19,1,5,13,26,41,53,
2987,2026-03-21,16,17,20,28,46,47,
2988,2026-03-24,21,23,28,36,57,58,
2989,2026-03-26,6,14,28,31,56,59,
2990,2026-03-28,6,14,18,29,30,44,
2991,2026-03-31,4,14,19,23,36,53,
2992,2026-04-04,4,17,23,33,36,49,
2993,2026-04-07,3,15,31,42,43,51,
2994,2026-04-09,1,10,23,31,40,55,
2995,2026-04-11,8,29,42,49,50,58,
2996,2026-04-14,7,9,27,38,49,52,
2997,2026-04-16,14,20,32,37,39,42,
2998,2026-04-18,15,18,28,31,52,58,
2999,2026-04-23,9,24,26,38,45,58,
3000,2026-04-25,22,23,36,40,52,60,
3001,2026-04-28,1,13,32,36,43,60,
3002,2026-04-30,4,27,51,52,54,58,
3003,2026-05-02,8,24,27,37,47,55,
3004,2026-05-05,1,5,7,22,50,59,
3005,2026-05-07,17,23,29,30,48,50,
3006,2026-05-09,25,42,45,48,50,60,
3007,2026-05-12,17,19,27,32,38,44,
3008,2026-05-14,11,12,14,20,42,44,
3009,2026-05-16,4,6,8,18,21,30,
3010,2026-05-24,3,30,33,35,45,47,
3011,2026-05-26,2,5,27,36,40,60,
3012,2026-05-28,5,7,17,41,42,49,
3013,2026-05-30,2,14,21,22,34,44,
3014,2026-06-02,27,30,35,40,44,58,
3015,2026-06-06,9,18,26,31,53,58,
3016,2026-06-09,11,19,33,52,55,60,
3017,2026-06-11,4,6,26,28,32,45,
3018,2026-06-14,5,6,17,27,57,58,
3019,2026-06-16,5,31,32,48,54,56,
3020,2026-06-18,6,9,17,27,29,45,
3021,2026-06-20,16,19,22,24,46,58,
3022,2026-06-23,2,3,8,11,17,22,
3023,2026-06-25,22,25,30,31,39,60,
3024,2026-06-27,13,39,42,44,47,49,
3025,2026-06-30,7,14,16,21,33,58,
3026,2026-07-02,14,19,42,45,48,54,
3027,2026-07-04,6,15,16,24,34,47,
3028,2026-07-07,2,10,11,25,51,56,
3029,2026-07-09,1,11,24,33,35,59,
3030,2026-07-11,6,11,25,45,48,58,
3031,2026-07-14,20,28,32,35,40,54,
3032,2026-07-16,8,12,23,27,42,43,
3033,2026-07-19,18,21,23,43,55,58,
3034,2026-07-21,8,28,30,37,39,60,
3035,2026-07-23,5,7,17,51,56,59,
3036,2026-07-26,5,12,21,33,43,50,
3037,2026-07-28,2,11,22,30,51,54,
3038,2026-07-30,30,35,38,39,46,50,
3039,2026-08-02,14,16,21,39,53,58,
3040,2026-08-04,3,16,24,30,49,54,
3041,2026-08-06,16,21,24,31,43,54,
3042,2026-08-09,2,5,10,35,40,53,
3043,2026-08-11,10,11,16,37,42,53,
3044,2026-08-13,4,15,17,40,55,58,
3045,2026-08-16,23,29,33,42,43,57,
3046,2026-08-18,16,23,24,33,36,52,
3047,2026-08-20,4,18,22,26,31,58,
3048,2026-08-23,2,6,27,39,44,50,
3049,2026-08-25,6,13,36,43,53,55,
3050,2026-08-27,11,14,30,38,49,55,
3051,2026-08-30,11,15,20,21,38,48,
3052,2026-09-01,16,30,40,47,48,60,
3053,2026-09-03,1,13,25,35,39,51,
3054,2026-09-06,8,17,24,43,47,58,
3055,2026-09-08,1,11,36,43,48,49,
3056,2026-09-10,14,21,25,40,51,56,
